gene;cluster
CD300A;1
AMPD3;1
SLC39A11;1
NAV1;1
DNAJB9;1
MXRA7;1
TTC9C;1
ENO1;1
RP11-841O20.2;1
RDH11;1
EGLN1;1
FGF10-AS1;1
AK4;1
SDCBP;1
KDELR1;1
DNAJB2;1
SPINK1;1
DERL1;1
LINC01588;1
PKM;1
PERP;1
GLIPR1;1
HDAC3;1
CCNG2;1
ZNF277;1
DDX41;1
MLXIP;1
PBX3;1
ANKRD12;1
SCARB2;1
VLDLR;1
KLF7;1
TMEM9;1
OPTN;1
RAI14;1
HIST3H2A;1
TRIP10;1
C15orf48;1
FAM210A;1
HLA-B;1
CALB2;1
CTNNA2;1
NFKBIL1;1
EHD2;1
CHPF;1
UFSP2;1
TMEM132A;1
SCAMP2;1
PDE4DIP;1
DTNA;1
SPOCD1;1
FAM89B;1
MSANTD3;1
SLCO4A1;1
BET1;1
CCNI;1
PAM;1
RP11-11N9.4;1
RORA;1
HEBP1;1
ILK;1
SMPD1;1
GSTO1;1
NBEAL1;1
SQLE;1
G6PD;1
CD63;1
RP11-357H14.17;1
BCKDK;1
SMS;1
NSMCE1;1
SOX4;1
HPS3;1
RHOC;1
MMP1;1
PIGT;1
EPAS1;1
GOLT1B;1
IL32;1
C9orf9;1
MKRN1;1
SPOCK1;1
YIPF5;1
CD59;1
ZNF292;1
CINP;1
ARL1;1
PGM1;1
DGKG;1
ATP1A1;1
UGP2;1
IDH3G;1
RNH1;1
A1BG;1
PPP2R5B;1
TMEM120A;1
IFFO1;1
C12orf76;1
THUMPD3;1
HLA-E;1
YBEY;1
PDK3;1
GNAS;1
SCCPDH;1
ZKSCAN1;1
MTMR11;1
RP11-390P2.4;1
PDIA6;1
ARFGAP3;1
PJA2;1
PVRL2;1
FAM219A;1
LUCAT1;1
RTN4RL2;1
RNF114;1
OS9;1
RGL2;1
DNAJC4;1
COPB2;1
RRAGA;1
IGHA1;1
PAEP;1
RARS;1
TGFBR2;1
CALU;1
UBE2E1;1
DSE;1
TMF1;1
TRIQK;1
CTNNA1;1
ANXA11;1
NUP58;1
MGAT1;1
EIF4EBP1;1
CERS2;1
TMED9;1
RABAC1;1
FAM13A;1
SPAG9;1
IDI1;1
NCKIPSD;1
HIPK2;1
NRN1;1
TAF7;1
EIF3E;1
STEAP3;1
TMED3;1
MAGED1;1
FAM63B;1
IMPDH2;1
VDAC1;1
LINC01583;1
SNX21;1
HLA-A;1
PPDPF;1
CAPN1;1
STAMBP;1
LAPTM4A;1
FXYD5;1
RAB31;1
IL24;2
ANXA10;2
CD74;2
HLA-DRA;2
EEF1A2;2
HBEGF;2
VCX;2
HLA-DPA1;2
CEMIP;2
TMEM255B;2
FLT1;2
VCX3B;2
LRRC38;2
FILIP1;2
HLA-DRB1;2
MT1X;2
TEX29;2
NEFL;2
MDK;2
KRT81;2
BCL2A1;2
C19orf33;2
PDLIM1;2
CYSTM1;2
MT1E;2
NAMPT;2
ABHD17C;2
TNFSF15;2
LINC00958;2
PAGE1;2
VGF;2
GDF15;2
CD7;2
JUND;2
NNMT;2
RP11-669N7.2;2
VCX3A;2
HMGN3;2
ISG15;2
PLEK2;2
DMKN;2
CCL2;2
SEPW1;2
CAPG;2
FHL2;2
NFKBIA;2
IFI6;2
CLU;2
PDPN;2
TPO;2
ARL14EPL;2
SNRNP25;2
PAPPA;2
LINC01021;2
BST2;2
MAGEC2;2
SLC30A1;2
ATP13A3;2
HBE1;2
GRAMD1B;2
AJAP1;2
RP11-670E13.6;2
SFRP1;2
GALNT8;2
ALDH2;2
HLA-DMA;2
RBPJ;2
ZNF581;2
PHLDA3;2
CMBL;2
FAM210B;2
TEX30;2
IFI27;2
SERPINB8;2
GPAT3;2
AKR1B1;2
ZNF880;2
CTSF;2
ANAPC15;2
C16orf74;2
CMTM8;2
SNHG15;2
OCIAD2;2
ARID5B;2
EPB41L4A-AS1;2
ARHGAP5;2
TUBB2A;2
IRS2;2
ZNF428;2
C17orf89;2
ODC1;2
GCSH;2
C16orf45;2
AHCY;2
FDXR;2
BAG1;2
PEX16;2
ZNF622;2
SAC3D1;2
NFKBIZ;2
C11orf31;2
ABL2;2
KRT18;2
OSER1;2
OSCAR;2
PTX3;2
CREM;2
TRIB3;2
ARHGAP5-AS1;2
RBCK1;2
RP11-307P5.1;2
MIR4458HG;2
RAB30-AS1;2
RP11-49I11.1;2
PKIG;2
ADAR;2
GMFG;2
CDA;2
RP11-14N7.2;2
CTSZ;2
RP11-160O5.1;2
THYN1;2
STAT1;2
LIMA1;2
PCBD1;2
EGFL7;2
IER3;2
CHMP4B;2
CAMK1;2
ZNHIT2;2
LYPD1;2
ZNF655;2
STX3;2
MARCO;2
GLRX3;2
ZMAT3;2
DDA1;2
BCYRN1;2
ADGRE1;2
JUNB;2
VAT1;2
FDX1;2
BRMS1;2
EPC1;2
THUMPD3-AS1;2
TNFAIP3;2
EIF3M;2
FOXP1;2
DDB2;2
SHISA4;2
GPS1;2
CXCL3;2
KRT7;2
HRAS;2
AKAP12;2
RP11-525A16.4;2
IGBP1;2
TM7SF3;2
MRPS25;2
TMEM136;2
BBC3;2
FST;2
MAFG;2
GPR87;2
C9orf116;2
BIN1;2
HIST1H2AC;2
PVRL4;2
APOA1BP;2
CNPY2;2
CHI3L1;2
SH2D2A;2
ACAT1;2
GSN;2
NOP16;2
ACAA2;2
HLA-DPB1;2
KCNMA1;2
PODXL2;2
TIMP2;2
BCL2L1;2
MYC;2
TMEM126A;2
PDP1;2
METTL12;2
PBDC1;2
HEG1;2
MT-ND1;2
STARD10;2
RAP2B;2
CISD3;2
NDUFS6;2
FOSB;2
MSX1;2
PTPRN;2
ASAH1;2
DUSP1;2
SLC35D2;2
RP11-554I8.2;2
GAL;2
CLPTM1L;2
TMEM126B;2
eGFP;2
LRFN4;2
RP11-356J5.12;2
ISCU;2
SAMM50;2
ESRRA;2
CAMK1D;2
GCLM;2
UBXN1;2
LINC00657;2
DCUN1D5;2
TP53I3;2
UROD;2
RND3;2
MED10;2
GNPDA1;2
AURKAIP1;2
USE1;2
YRDC;2
MDM2;2
COL17A1;2
STX8;2
C19orf25;2
AP1S1;2
TBX3;2
COX14;2
ZFAND5;2
PRELID3B;2
CCT5;2
DLG1;2
PSMC2;2
SAA1;2
TXNRD1;2
PTS;2
MYEOV2;2
MIR99AHG;2
CUL4A;2
TBRG1;2
EIF2S1;2
RASSF8;2
TNC;2
SYNGR1;2
BLVRA;2
NDUFC2;2
TALDO1;2
UQCC1;2
VSTM1;2
MRPL55;2
NADSYN1;2
USP12;2
DPP7;2
PHLDB2;2
SLC12A8;2
NDUFS3;2
MAD2L2;2
HDDC2;2
SDC4;2
MT1G;2
MT-CYB;2
RPP40;2
PSMD11;2
SNF8;2
TCEAL1;2
NDUFV1;2
ZFP91;2
IL6;2
UFD1L;2
KRT3;2
AEN;2
PLOD2;3
MME;3
LOX;3
FN1;3
LINC00704;3
UBE2C;3
ISG20;3
SERPINE2;3
SMC4;3
C4orf3;3
TMSB4X;3
HHIP-AS1;3
IAH1;3
CYR61;3
HHIP;3
FAM20C;3
CTGF;3
ADGRL4;3
NRP2;3
AXL;3
TRIML2;3
POLD4;3
PRSS3;3
LAMA4;3
CITED2;3
LINC01116;3
SMC2;3
GNG11;3
CDC42EP3;3
DENND2A;3
PHGDH;3
FAM114A1;3
TMBIM1;3
HJURP;3
CENPH;3
RGS4;3
EPB41L3;3
ZNF22;3
FSTL1;3
RP11-366H4.1;3
SRD5A3;3
C1QL1;3
GAS6;3
ACAT2;3
FAM3C;3
CLIC4;3
TAOK3;3
GGH;3
CDC42EP1;3
LOXL3;3
PPP3CA;3
NUP37;3
CMTM7;3
SLC14A1;3
ARHGAP22;3
DKK3;3
SNX9;3
ECM1;3
BCAP29;3
ADAM9;3
SUDS3;3
RIN2;3
CD55;3
AGAP2-AS1;3
ITGA10;3
PSAT1;3
ESM1;3
PTPRE;3
ARL6IP1;3
SSX1;3
RAB32;3
DECR1;3
VEGFC;3
SNX7;3
ZFYVE21;3
RP5-1028K7.2;3
RAD21;3
TMEM263;3
ARL6IP6;3
ASAP1;3
CRNDE;3
EIF1AY;3
SUCLG2;3
FAM216A;3
ACTL6A;3
EBP;3
CD46;3
TRAM1;3
WSB2;3
EIF5A2;3
CHCHD7;3
FUCA2;3
GPAA1;3
PTPRR;3
LINC00998;3
EIF4A3;3
GLTP;3
CCDC80;3
TUBA4A;3
MED30;3
SCOC;3
TPST2;3
STARD4;3
ELOVL5;3
GPX8;3
ALKBH5;3
EFEMP1;3
CDT1;3
ANTXR2;3
UBN1;3
RP11-350J20.12;3
FDPS;3
TNIP1;3
STEAP1;3
MSRB3;3
SQRDL;3
PLS3;3
RBMS1;3
RRBP1;3
AP1S2;3
HERPUD1;3
INHBA;3
SGCE;3
SEC23A;3
PPP1R12A;3
PHF11;3
PSMD9;3
CRIP2;3
CLDND1;3
TACC1;3
MTHFD2;3
RAP1B;3
PPA2;3
COMMD8;3
ANPEP;3
SDCCAG8;3
EVI2A;3
ITGBL1;3
FGFR1OP2;3
MMP14;3
NPAS2;3
NUCB2;3
SEMA5A;3
TMEM154;3
HS3ST3A1;3
SORBS3;3
TMEM107;3
CES1;3
SUN2;3
IL10RB;3
RFC5;3
MT-ND4L;4
CENPW;4
CENPF;4
ATF3;4
BIRC5;4
TSC22D1;4
PTTG1;4
PBK;4
DPYSL3;4
NR4A1;4
LSP1;4
STMN1;4
TRAC;4
TXNRD2;4
CDKN3;4
TPX2;4
CENPK;4
NUSAP1;4
ZFP36;4
SGK1;4
CMSS1;4
H2AFX;4
TFDP1;4
ZWINT;4
DTYMK;4
CLSPN;4
CKLF;4
SNHG25;4
HELLS;4
DNMT1;4
FEN1;4
SNHG19;4
CENPN;4
AC090498.1;4
CALD1;4
CHMP1B;4
TMPO;4
MT-ATP8;4
HNRNPAB;4
TOMM5;4
PMAIP1;4
ARHGDIB;4
SNHG9;4
RHOB;4
VMP1;4
SMIM4;4
HSPA1A;4
HMGB1;4
S100A4;4
TMEM160;4
IRF1;4
COL4A1;4
GMNN;4
H2AFV;4
USP1;4
TYMS;4
HIST1H1E;4
POLE3;4
RP11-386I14.4;4
ANKRD28;4
FABP5;4
DCTPP1;4
DNAJC9;4
CCDC34;4
UBE2S;4
CSTF3;4
TPST1;4
AMOTL2;4
SVIL;4
PRPF4B;4
CTD-3252C9.4;4
SRSF3;4
MT-ND6;4
SMARCD1;4
ATP5G1;4
WDR34;4
DAAM1;4
PARP1;4
SVIP;4
DAP;4
TIMM8B;4
COMMD4;4
ITGAE;4
POLR3K;4
RANBP1;4
ANP32E;4
C20orf27;4
MT-ND5;4
MRPL23;4
PMEPA1;4
CYB5B;4
TRIP13;4
TCF19;4
NOG;4
TSPAN9;4
RRP15;4
ETS2;4
EIF3J;4
LRRC17;4
KIF9;4
NTM;4
SRSF2;4
GPATCH4;4
CTNNAL1;4
HNRNPM;4
CEBPD;4
CMC2;4
LBH;4
MYBL2;4
PLXNA1;4
RNF220;4
DDX39A;4
POP7;4
C19orf48;4
RAD51C;4
TFAM;4
RPA3;4
MTHFD2L;4
PNKD;4
FOXM1;4
PPIF;4
SERPINF1;4
C9orf142;4
HMGN2;4
PRR34-AS1;4
PRNP;4
NASP;4
RP11-680F8.1;4
PXDN;4
CDCA5;4
HSPE1;4
AMD1;4
LSM10;4
PCNA;4
RFC3;4
CENPM;4
SNHG10;4
SFPQ;4
ADI1;4
AC015922.6;4
DLEU1;4
HSPA1B;4
AC004556.1;4
BCL7C;4
SRSF10;4
DHRS2;4
MYEOV;4
BATF3;4
SRSF1;4
COTL1;4
EIF5A;4
SAE1;4
KLHL18;4
PLPP4;4
CMTM3;4
NOP56;4
SOCS2;4
GLIPR2;4
STK17B;4
PCIF1;4
HIST2H2AC;4
COL4A2;4
APITD1;4
MRPL4;4
ZDHHC6;4
SMAD1;4
HIST2H2BE;4
SUN1;4
EXOSC6;4
STRA13;4
RP11-156K23.3;4
C7orf49;4
E2F1;4
SIGMAR1;4
TIMM10;4
PXMP2;4
ITPA;4
PRR7;4
SSBP4;4
BRD7;4
MRPL1;4
VCL;4
TIMM13;4
CD82;4
FOXD1;4
ATAD5;4
PCGF5;4
LRR1;4
BCL2L11;4
PSMG3;4
PHF19;4
BAG2;4
HSD17B10;4
G3BP1;4
ATP5J2;4
SRSF7;4
RUVBL1;4
BPGM;4
EBNA1BP2;4
MCAM;4
CCDC69;4
GLS;4
KLF6;4
RSRC1;4
PSME2;4
GTF2H2;4
ISOC2;4
MRPL11;4
CASP8;4
PRKDC;4
ADA;4
PCM1;4
MRPL20;4
SIVA1;4
DUSP14;4
FGD5-AS1;4
CHCHD1;4
ZSCAN16-AS1;4
CDCA7;4
DLEU2;4
MRPL34;4
SMIM13;4
ATP5I;4
RNASEH1-AS1;4
GGCT;4
SNRPG;4
UNG;4
NAA38;4
HSPH1;4
CDK2AP1;4
MAN1A1;4
MAP2K3;4
NMT1;4
ADSL;4
MLLT11;4
WDR70;4
KHSRP;4
UHRF1;4
ATP13A2;4
MRPS26;4
EXOSC3;4
PTPMT1;4
MAGEA3;4
PSMB8;4
ARHGAP29;4
ZFP36L2;4
SS18L2;4
RRS1;4
NPM3;4
CREB5;4
SMIM10L1;4
MINOS1;4
PSME3;4
ERH;4
BCLAF1;4
HNRNPD;4
HNRNPR;4
MDFIC;4
PHF14;4
ALG13;4
CDC123;4
SRM;4
MT-CO3;4
NAA50;4
CISD1;4
SNRPD1;4
AP2B1;4
ATP5G3;4
DHX9;4
CENPB;4
SPC24;4
SNRPF;4
MKKS;4
SNHG21;4
MT-ATP6;4
RABIF;4
SHKBP1;4
PGM2L1;4
EML4;4
ATIC;4
C8orf4;4
PMVK;4
GTF3C6;4
PLAU;4
BANF1;4
NDUFAF4;4
TIMM8A;4
SDF2L1;4
NDUFB2;4
FAM133B;4
MAX;4
RP11-1094M14.11;4
CNN2;4
LSM5;4
PAK1IP1;4
IFRD2;4
U2SURP;4
LYAR;4
C5orf24;4
MAGEA6;4
RNASEH2C;4
TOP1;4
DUSP10;4
TOPBP1;4
SKA3;4
ETV5;4
RRP36;4
PSMG1;4
NEDD9;4
SMIM12;4
TIMMDC1;4
MIR222HG;4
CENPV;4
HNRNPA2B1;4
FAM96A;4
SUPT16H;4
HNRNPH1;4
NCL;4
CDK11B;4
CLTB;4
HN1;4
HOXA10;4
ZDHHC12;4
ATOX1;4
RCC2;4
NCAPD3;4
S100A3;4
PHF5A;4
FANCB;4
CBR3;4
SRSF6;4
